index,word,levelNumber,context,writtenFrequencyPerMillion,spokenFrequencyPerMillion,frequencyPerMillion,zhuyin,pinyin
646,地圖,2.5,核心詞,36,61,97,ㄉㄧˋ ㄊㄨˊ,dìtú 
647,地址,2.5,1.個人資料,21,9,30,ㄉㄧˋ ㄓˇ,dìzhǐ 
648,東,2.5,核心詞,96,163,259,ㄉㄨㄥ,dōng
649,對面,2.5,核心詞,30,17,47,ㄉㄨㄟˋ ㄇㄧㄢˋ,duìmiàn 
650,肚子/肚,2.5,7.身體、醫療,84,80,164,ㄉㄨˋ ˙ㄗ / ㄉㄨˋ,dùzi / dù 
651,飯店,2.5,5.交通、旅遊,44,21,65,ㄈㄢˋ ㄉㄧㄢˋ,fàndiàn 
652,飯廳,2.5,2.日常起居,5,1,6,ㄈㄢˋ ㄊㄧㄥ ,fàntīng  
653,房租,2.5,2.日常起居,5,6,11,ㄈㄤˊ ㄗㄨ,fáng zū 
654,房東,2.5,2.日常起居,5,2,7,ㄈㄤˊ ㄉㄨㄥ,fángdōng 
655,法文,2.5,8.教育、學習,9,4,13,ㄈㄚˇ ㄨㄣˊ,fǎwén 
656,飛,2.5,13.自然環境,85,53,138,ㄈㄟ,fēi
657,風景,2.5,5.交通、旅遊,26,34,60,ㄈㄥ ㄐㄧㄥˇ,fēngjǐng 
658,付,2.5,核心詞,40,31,71,ㄈㄨˋ,fù
659,公共汽車,2.5,5.交通、旅遊,3,1,4,ㄍㄨㄥ ㄍㄨㄥˋ ㄑㄧˋ ㄔㄜ,gōnggòngqìchē
660,掛,2.5,核心詞,79,37,116,ㄍㄨㄚˋ,guà
661,關,2.5,核心詞,70,91,161,ㄍㄨㄢ ,guān 
662,罐子/罐,2.5,核心詞,16,20,36,ㄍㄨㄢˋ ˙ㄗ / ㄍㄨㄢˋ,guànzi / guàn
663,過年,2.5,15.文化,13,45,58,ㄍㄨㄛˋ ㄋㄧㄢˊ,guònián 
664,果汁,2.5,10.餐飲、烹飪,8,10,18,ㄍㄨㄛˇ ㄓ,guǒzhī 
665,漢堡,2.5,10.餐飲、烹飪,12,4,16,ㄏㄢˋ ㄅㄠˇ,hànbǎo 
666,號碼,2.5,核心詞,22,10,32,ㄏㄠˋ ㄇㄚˇ,hàomǎ
667,河,2.5,核心詞,114,99,213,ㄏㄜˊ,hé
668,盒子/盒,2.5,核心詞,40,29,69,ㄏㄜˊ ˙ㄗ / ㄏㄜˊ,hézi / hé
669,紅茶,2.5,10.餐飲、烹飪,4,33,37,ㄏㄨㄥˊ ㄔㄚˊ,hóngchá
670,壞,2.5,核心詞,108,79,187,ㄏㄨㄞˋ ,huài 
671,火腿,2.5,10.餐飲、烹飪,5,2,7,ㄏㄨㄛˇ ㄊㄨㄟˇ,huǒtuǐ
672,護士,2.5,7.身體、醫療,43,21,64,ㄏㄨˋ ㄕˋ,hùshì 
673,寄,2.5,11.公共服務,27,16,43,ㄐㄧˋ,jì
674,見面,2.5,核心詞,54,23,77,ㄐㄧㄢˋ ㄇㄧㄢˋ,jiànmiàn 
675,交,2.5,核心詞,37,37,74,ㄐㄧㄠ ,jiāo 
676,腳踏車,2.5,5.交通、旅遊,26,54,80,ㄐㄧㄠˇ ㄊㄚˋ ㄔㄜ,jiǎotàchē  
677,餃子/餃,2.5,10.餐飲、烹飪,4,2,6,ㄐㄧㄠˇ ˙ㄗ / ㄐㄧㄠˇ,jiǎozi / jiǎo 
678,加油,2.5,6.社交、人際,14,109,123,ㄐㄧㄚ ㄧㄡˊ,jiāyóu 
679,機場,2.5,5.交通、旅遊,31,29,60,ㄐㄧ ㄔㄤˇ,jīchǎng 
680,街,2.5,5.交通、旅遊,60,48,108,ㄐㄧㄝ,jiē
681,借,2.5,核心詞,56,77,133,ㄐㄧㄝˋ ,jiè 
682,開學,2.5,8.教育、學習,9,10,19,ㄎㄞ ㄒㄩㄝˊ,kāixué 
683,考,2.5,8.教育、學習,45,87,132,ㄎㄠˇ,kǎo
684,烤,2.5,10.餐飲、烹飪,33,23,56,ㄎㄠˇ ,kǎo 
685,渴,2.5,核心詞,10,4,14,ㄎㄜˇ  ,kě  
686,可樂,2.5,10.餐飲、烹飪,13,3,16,ㄎㄜˇ ㄌㄜˋ,kělè 
687,課本,2.5,8.教育、學習,14,18,32,ㄎㄜˋ ㄅㄣˇ,kèběn 
688,客氣,2.5,核心詞,26,25,51,ㄎㄜˋ ㄑㄧˋ,kèqì 
689,客廳,2.5,2.日常起居,48,17,65,ㄎㄜˋ ㄊㄧㄥ,kètīng 
690,空1,2.5,核心詞,55,71,126,ㄎㄨㄥˋ ,kòng 
691,褲子/褲,2.5,9.購物、商店,18,9,27,ㄎㄨˋ ˙ㄗ / ㄎㄨˋ,kùzi / kù 
692,辣,2.5,10.餐飲、烹飪,12,21,33,ㄌㄚˋ,là  
693,藍,2.5,核心詞,60,30,90,ㄌㄢˊ,lán
694,籃球,2.5,4.休閒、娛樂,14,18,32,ㄌㄢˊ ㄑㄧㄡˊ ,lánqiú  
695,冷氣,2.5,2.日常起居,8,24,32,ㄌㄥˇ ㄑㄧˋ,lěngqì 
696,禮拜,2.5,核心詞,33,129,162,ㄌㄧˇ ㄅㄞˋ,lǐbài 
697,零,2.5,核心詞,23,35,58,ㄌㄧㄥˊ,líng
698,樓上,2.5,2.日常起居,14,5,19,ㄌㄡˊ ㄕㄤˋ,lóushàng 
699,樓梯,2.5,2.日常起居,35,16,51,ㄌㄡˊ ㄊㄧ,lóutī 
700,樓下,2.5,2.日常起居,9,3,12,ㄌㄡˊ ㄒㄧㄚˋ,lóuxià 
701,旅館,2.5,4.休閒、娛樂,58,16,74,ㄌㄩˇ ㄍㄨㄢˇ,lǚguǎn
702,路口,2.5,5.交通、旅遊,4,1,5,ㄌㄨˋ ㄎㄡˇ,lùkǒu 
703,麻煩,2.5,核心詞,79,75,154,ㄇㄚˊ ㄈㄢˊ ,máfán  
704,馬路,2.5,5.交通、旅遊,26,24,50,ㄇㄚˇ ㄌㄨˋ,mǎlù 
705,饅頭,2.5,10.餐飲、烹飪,4,14,18,ㄇㄢˊ ˙ㄊㄡ,mántou 
706,慢跑,2.5,4.休閒、娛樂,13,1,14,ㄇㄢˋ ㄆㄠˇ ,mànpǎo  
707,帽子/帽,2.5,9.購物、商店,49,29,78,ㄇㄠˋ ˙ㄗ / ㄇㄠˋ,màozi / mào 
708,門票,2.5,4.休閒、娛樂,3,2,5,ㄇㄣˊ ㄆㄧㄠˋ,ménpiào 
709,奶茶,2.5,10.餐飲、烹飪,3,4,7,ㄋㄞˇ ㄔㄚˊ,nǎichá 
710,奶奶,2.5,1.個人資料,29,55,84,ㄋㄞˇ ˙ㄋㄞ,nǎinai 
711,難過,2.5,核心詞,53,43,96,ㄋㄢˊ ㄍㄨㄛˋ,nánguò 
712,男生,2.5,核心詞,55,73,128,ㄋㄢˊ ㄕㄥ,nánshēng 
713,年級,2.5,8.教育、學習,4,5,9,ㄋㄧㄢˊ ㄐㄧˊ,niánjí 
714,念書/唸書,2.5,8.教育、學習,23,68,91,ㄋㄧㄢˋ ㄕㄨ ,niànshū  
715,女生,2.5,核心詞,57,87,144,ㄋㄩˇ ㄕㄥ,nǚshēng 
716,盤子/盤,2.5,10.餐飲、烹飪,58,43,101,ㄆㄢˊ ˙ㄗ / ㄆㄢˊ,pánzi / pán
717,跑步,2.5,4.休閒、娛樂,65,23,88,ㄆㄠˇ ㄅㄨˋ  ,pǎobù   
718,皮包,2.5,9.購物、商店,9,3,12,ㄆㄧˊ ㄅㄠ ,píbāo  
719,啤酒,2.5,10.餐飲、烹飪,33,2,35,ㄆㄧˊ ㄐㄧㄡˇ,píjiǔ 
720,蘋果,2.5,10.餐飲、烹飪,41,25,66,ㄆㄧㄥˊ ㄍㄨㄛˇ,píngguǒ 
721,瓶子/瓶,2.5,核心詞,54,74,128,ㄆㄧㄥˊ ˙ㄗ / ㄆㄧㄥˊ,píngzi / píng
722,錢包,2.5,核心詞,5,3,8,ㄑㄧㄢˊ ㄅㄠ,qiánbāo 
723,輕,2.5,核心詞,73,46,119,ㄑㄧㄥ,qīng
724,青菜,2.5,10.餐飲、烹飪,5,18,23,ㄑㄧㄥ ㄘㄞˋ ,qīngcài  
